donor_code,1,2,3,4,5,6,7,8,9,10,11,12,18,20,21,22,30,40,45,50,55,61,62,68,69,70,72,75,76,77,82,83,84,87,104,301,302,546,552,566,576,613,701,732,742,764,765,801,807,811,812,820,901,903,905,906,909,912,913,914,915,916,918,921,923,928,940,944,948,951,953,958,959,963,964,966,967,971,974,976,978,988,990,1011,1013,1311,1312,1313,1601
C̫te d'Ivoire,0.03516996,7.63375476,,325.9743621,15.84716224,1.28941701,,1.077651,0.03956064,0.8091413516,2.5026052,1.0665754,0.4675493,,0.00672213,0.06361098,,0.00633389,,0.44947013,0.18,,,,,,,0.00162143,,0.0174423,0.00554631,,,,,3.59436848,69.476606,0.021865,0.111703,,0.45095,,22.0333792,,3.538382,0.0199044,,0.18519802,,3.1906747,,,,,248.3144412,,,,89.96964,24.82061,,,68.60591033,,3.6276872,1.54301025,0.66665,0.256894,,11.869215,8.9069585,136.498,2.22641375,10.05709548,,0.151641,6.51525,1.055442,3.74908857,19.06888,,7.1693381,,,,16.3797,34.17606,,1.63319122
Cuba,0.1085367,3.03992399,,2.6707272,2.13729567,0.717750947,0.1651713,3.580739493,0.04918133,,11.41809942,2.031295287,0.0108153,,,0.17937491,,0.0126678,,125.8477338,0.25,,,0.18253768,0.0209207,,,0.00042623,0.02101774,0.0185871,,,,351.968,,1.76301253,7.917273,,4.34242,,0.0475661,,4.960956828,,0.477558,0.0203716,,,,2.3908643,,,,,,,,,,,,,14.81129366,,,,0.01046,0.569218,,6.76373,,,0.42269525,0.83531149,,,,,0.71024629,,,0.034728,,,,1.763,7.03334,,0.003
Democratic People's Republic of Korea,0.0295682,0.000999445,,1.32469033,3.40991368,0.45105902,,1.860047,,4.003559685,9.8968872,1.16582013,0.675192,,0.721021,,,0,,,0.09,,,0.00813252,,,,,0.04132101,0.0440546,,,,59.7727,,2.135558,2.003874,,3.947947,,,,,,,,,4.50822,,,,,,,,,,,,,,,8.5367279,,,1.8445753,,,,,,,1.66194661,3.48143128,,0.637252,,,1.26465437,,,,,,,9.6578,10.63005,,0.0132
Democratic Republic of the Congo,0.3770964,94.42226686,0.000289946,63.81481743,87.02512557,8.385625853,7.0889061,24.4274149,0.0402973,53.55687246,21.51198295,218.5675526,3.75725949,,5.46253075,3.18573547,,0.5962501,,4.32483595,0.17,,,0.00310776,,,,0.00490343,0.0143228,,,,,,,34.87608751,769.694117,0.003111,,,0.0069943,,43.82723576,,9.705431,,,0.52245088,,4.4098933,,,,,364.6424599,,,,157.1788,105.62265,,,206.0204465,,5.772671,4.65300399,0.31009,0.22843,,0.654298,3.5382425,,14.76639184,59.73741651,,5.731117,12.6242,1.635132,9.27355457,,,10.021193,,0.64929,,154.41563,190.6135,,12.37831431
"Developing countries, unspecified",530.2326333,567.1014727,1108.148704,873.6475653,6766.573818,1188.309454,3077.279063,1715.046734,15.99534212,3259.673425,1144.934944,4024.316739,200.3043418,13.249625,90.35748217,45.78155873,,59.80969786,7.62563058,245.4765082,,11.64180183,16.2,19.49779362,7.67688948,19.0511,,18.62707193,16.71157226,1.1466607,4.4803105,0.585644,4.57507585,17.51404,0.01231281,327.1287967,8404.592244,75.6491,0.484597,459.68325,31.8362774,15.05803946,1693.884705,217.65,313.4407446,,,634.9678177,125.17554,136.4221113,,42.18136455,,,,,,,,,,,1148.031081,,0.266969,224.804877,142.34976,4.12856,,3.03199,,,40.92707367,538.8614734,,23.815246,274.2328,161.233434,30.91754796,,37.70347,,,,,185.00959,0.99951,2.7442668,1540.676745
Djibouti,,,,57.46255978,1.42787791,4.26255456,,0.25420717,,0.7996371,0.138958,0.0285428,0.00785358,,0.110795,,,0.00326567,,0,3.94,,,0.0195181,,,,,,,,,,,,0.7818039,5.657453,0.003111,15.24806131,,12.9197446,,17.83846552,,0.080805,,,0.034923776,,3.75516,,,,,8.84030863,,,,,5.35495,,,11.49745946,26.5990702,,1.25403288,0.12101,,,0.0629167,,,0.76721488,1.25069051,,0.786576,,0.425773,1.03323629,16.00206,,1.129044,,,,1.54712,2.19986,,0.16416
Dominican Republic,0.040195,0.34619826,0.0222901,236.7234201,1.93680945,0.043555485,,0.1725023,,0.021923541,0.0192123,2.23205611,0.36360951,,0.0784792,0.00169739,,,,11.77694398,,,,,,,,,0.00238714,0.00185064,,,,,,0.72379673,35.485003,0.097991,,,,,9.493805483,,25.166128,,,0.1014126,,0.827758,,,86.8624983,,,,602.96509,1.37821,,,,,44.37376813,,,,0.37619,0.0831947,,13.04965,,,0.61982868,0.94280138,,,1.27123,0.403608,0.87959994,,,3.40701,,,,,7.05914,,
Dominica,,,,2.4784432,0.0259623,,,,,0.102025,,0.752222555,,,,,,,,0.121294486,,,,,,,,,,0.000354548,,,,,,0.23970902,0.016498,0.006222,,,0.0073786,,0.461616258,,0.18025,0.0107395,,0.0606582527,,1.290259,,0.01284984,0,,1,3.953392,,,,,,,2.31631633,,,,0.0732,,,,,8.60455,0.0035497,,,,,,,,,,,,,,,,
Ecuador,2.450893178,20.878131,,87.84712512,31.79153783,3.166193427,,1.8721866,,0.202375211,2.2603118,0.48057822,0.16318795,,,0.1724992,,,,7.503237962,0.05,,,0.00822796,0.02215199,,,0.319665,0.00238714,0.0139552,,,,,,0.66846629,17.133233,0.0788064,,,0.053303,,15.01826804,,12.285834,,,0.271320239,,6.1669183,,0.1038862,114.876,,,,1399.60494,0.93687,,,,,157.0572671,,,,0.63864,0.378214,,,,,0.554158,1.11806431,,0.208391,8.37071,0.017376,0.70950379,,,7.538742,,,,,5.26715,,0.62416614
Egypt,3.54060678,0.50559838,1.8046165,131.366617,229.319892,30.93080401,0.778100914,4.41227425,0.11140429,6.623774689,19.77831199,18.65929398,1.95161031,,0.0864891,0.142491,,0.486642106,0.0129063,0.86840253,0.08,0.0528785,,0.07491577,,,,0.03525111,0.05505989,0.1921448,,0.012836,,0.775784,,14.2805765,106.550387,,69.2988769,,6296.74475,,110.1722587,,267.484372,0.0250867,,1.526241332,,5.085804,,0.028894,968.367991,,0,,,,182.08279,,,,192.5281911,74.9007244,,3.37884371,1.23568,0.577094,,68.193133,,,1.71143248,3.92529706,,0.997209,6.64177,0.145508,2.04315655,97.19049,,16.10188,482.278967,0.33648,,,0.2695,,0.01386
El Salvador,0.42893849,1.92510464,,2.95902288,10.157537,3.268088926,,1.1849782,,1.098854124,2.1216049,0.7269422,0.109509,,0.0927288,3.6064325,,0.0130627,,13.99915577,,,,,,,,,0.0093669,,,,,,,1.593858772,55.418545,0.070912,,,,,12.88335688,,3.623794,0.165763,,0.3343676327,,0.588274,,,24.815642,,,,126.33599,1.38233,,,,,16.39084716,,,,0.60547,0.0518358,,19.72425,,,0.34194704,1.08279439,,0.21939,,0.140344,0.98924254,,,4.67257,,,,,8.55168,,1.031066
Equatorial Guinea,0.0196442,,,3.37180737,0.0052563,0.1328781,,,0.0709628,,,,,,,,,0,,2.1941954,,,,,,,,,0.00238714,,,,,,,0.099867,0.189774,,,,,,0.02147894,,0.028664,,,0.0265459634,,0.9172607,,,,,0,,,,6.72619,,,,0,,,1.10862147,0.15355,,,,,,0.5107672,1.07007754,,,,0.080204,0.97181598,,,,,,,,,,0.0237
Eritrea,,,,0.1535309,0.60295141,0.670085408,,1.3697938,,0.0257435,0.762504,0.4643192,2.654696,,0.76548962,,,,,0.12023274,,,,,,,,0.00170492,,,,,,,,1.18179567,0.08023,0.001037,,,36.13,,2.73820822,,,0.0780121,,0.0321361,,1.3056,,,,,,,,,,1.87301,,,13.63434336,,,1.66405832,0.30267,0.104969,,,0.144943,,5.94661245,2.9738805,,,,0.093927,1.43400033,,,4.36879,,,,2.71958,11.09569,,0.085044
Ethiopia,8.100381081,1.78195992,6.084233816,21.77149194,49.12200863,34.93053322,80.47984818,48.67165565,0.0385579,35.13761191,19.78297287,518.167348,24.7482981,0.423222,38.77578994,0.59392209,,0.066711,0.0365291,6.953589631,0.71,,,3.23086979,0.01600664,,,0.05700458,27.28696268,0.00816384,0.09872442,,0.0110926,0.180851,,103.2427641,747.895477,0.129924,9.33999,,2.2494664,,54.19765228,,46.015721,0.026859,,3.877991463,,6.9342167,,0.2414476,,,710.0701344,,,,0.39291,151.94267,,,166.8323425,,,3.70213081,0.44091,0.667698,,9.611332,5.7460377,,11.31989381,41.55097365,,23.967258,,0.882627,7.1319581,,,28.38006,,0.2039,,134.59432,153.17294,,87.28265412
"Europe, regional",12.94229452,0.3875523,4.138021783,54.67711393,201.1674016,5.2808002,117.803692,8.9524127,0.0166467,29.28493673,27.13737863,1.845571,5.44363748,0.132292,0.468089899,0.590454,,0.537604775,,1.56955301,57.65,0.150381,,3.3847397,0.98929609,,0.14,0.13332836,0.04263594,0.41479117,0.6467,0.022705,1.72053226,,,32.20746826,81.87085,,,,,0.00889735,3.237184732,,,,,0.4958529,,3.35525,,,,,,,,,,,,,372.1017947,,,43.01735691,4.05907,4.53385,13.7015,,,,,,,,2.334055,2.995378,,,0.0888297,,,,,,3.9677,,2.2065187
"Far East Asia, regional",,,0.223035,19.34654845,16.75112649,,,1.50566469,,0.237268,19.8101591,,0.316994,,,,,,,0.00278581,0.1,,,,,,,,,,,,,,,4.304529482,124.363857,,,,,,9.83470794,,,,,13.02250985,,8.842932,,8.7540126,,,0.7845372,,,,,,,,17.59011237,,,24.84473696,2.67845,,,,,,2.42470448,1.69682128,,,,,,,,,,,,,40.64826,,12.4666933
Fiji,0.0487673,,,0.87296267,1.82476719,,,,,0.344038,,1.92863449,,,,,,,,,,,,,,,,,0.00865565,0.00567177,,,,,,,1.841642,0.002074,,,3.2524898,,9.084100881,,1.37173,0.0875374,,43.5404277,,2.1236363,,7.753810906,0,,,,,,,,0.99323,0.8674,19.13028146,,,1.3072774,0.28056,,,,,,0.60605735,0.00093762,,,,0.62232,,,,,,,,,7.24442,0.135569,
Former Yugoslav Republic of Macedonia,1.86467772,,,2.3764229,7.67622344,0.165297096,,2.39055567,0.02127677,0.2872441496,16.82100945,3.275277601,0.110230518,,0.0163042,7.10E-05,,0.246987253,0.00066001,0.026124074,25.55,2.53134961,,0.36047061,0.1218303,,0.11,0.10640655,0.05762087,0.20925106,0.0377149,,0.00570937,,,0.4330669,19.821568,,,,,,1.61279384,,,,,0.00620633,,1.052816,,,37.516011,,0,,,,,,,,179.7115038,,,0.45493269,0.17545,0.0978148,,,,,0.58406985,0.98266051,,,0.385376,,0.41495453,,6.310944,,60.688995,,18.188568,,4.12991,,
Gabon,0.3726844,0,,86.16270434,1.68041822,0.07364505,,0.0651868,,,0.00945235,,,,,,,,,0.018820768,0.07,,,0.0376128,,,,,,0.00259994,,,,,,0.1071111,8.635183,,0.283128,,,,2.712527127,,0.322835,,,0.0190171634,,2.315947,,,21.263346,,,,,,0.17841,,,,8.056912381,,,2.17685091,0.15884,0.182651,,,,,0.34908246,0.7853563,,,0.374499,0.50358,0.81876736,36.6257,,0.66154,,,,,,,0.427685
Gambia,0.12079409,0.17615416,,0.962963,0.2563729,0.00365225,,0.1413638,0.012822,0.7009134,0.0207835,14.57974715,0.45393549,0.030327,0.1752798,0.0715683,,0.0048985,,0.207042874,12.67,,,0.0396722,,,,0.03049602,0.00238714,,,,,,,0.0435734,2.328237,0.002074,8.4156749,,0.2069185,,2.637130796,,0.080888,0.0780121,,0.39522082,,4.426315,,0.000283371,,,10.55503,,,,,1.87679,,,9.32677642,,,0.87244881,0.36743,,,16.78859,2.738276,10.8781,3.0343049,1.57243321,,0.025405,0.967666,0.138865,0.85297804,28.0781,,2.550202,,,,3.08689,7.51815,,2.039309515
Georgia,3.9825033,0.0648619,1.6343307,5.793402405,49.59942171,0.1673203,0.43542115,5.66001524,0.02415748,13.33760001,14.61053072,4.36246605,1.790443,,0.0957604,,,0.33164164,,0.2151324,3.69,0.00063228,,2.80210142,0.41222367,,0.09,0.15952798,1.985864594,0.10982097,1.09595097,0.192389,0.181382624,,,0.3529768,101.494311,0.55998,,,,,41.87090868,,0.1957,0.0107565,,,,2.5385497,,,158.345666,,26.96852123,,,,,,150.5825,115.82648,149.2932254,,,0.30376194,0.06889,0.272934,,20,,,0.54934651,1.27206323,,,,,0.59651632,,,1.678,130.06841,,17.5,0.6016,9.84864,,
Ghana,1.45826504,5.455562604,39.18030926,73.71316053,58.31340122,2.46492036,32.4798167,4.09972511,0.013622859,0.851880004,18.510987,96.8339586,1.467709365,,0.43092368,0.1456817,,,,1.132400215,0.28,,,0.01513554,,,,0.0228581,0.0244231,0.0221133,0.0199667,,,,2.113,74.71815448,189.102563,0.743329,,,2.7883747,,25.21517437,,41.836683,0.00738447,,2.97705488,,2.4406663,,0.3161779,,,535.5916587,,,,1.56507,153.42263,,,186.5055921,,,2.18057315,0.52924,0.624071,,7.858967,4.9048465,232.323,4.63345405,8.09161863,,0.100965,4.48095,0.835939,3.35711819,,,13.51208,,1.01753,,22.9103,81.58696,,23.43183953
Grenada,,,,0.02644486,2.0314075,0.0560455,,,,,,0.072805478,,,,,,,,,,,,,,,,,,0.00261367,,,,,,0.18405702,0.004928,,2.75984,,,,1.197887198,,0.081594,,,0.124622439,,0.606333,,0.0833952,5,,15.301158,16.538123,,,,,,,0.25333286,,,,0.07239,,,7.95754,,5.59646,0.03341,,,,,,,,,0.486542,,,,,,,
Guatemala,4.669764643,3.4282629,,2.51673875,18.32438571,1.426289846,1.11E-08,9.40582233,,28.08681332,2.97816621,1.631313385,0.40856799,,0.9707705,0.4150958,,,0.00857349,13.28526241,,,,0.0207049,,,,0.00085246,0.00807689,0.00103268,,,,,,9.96297662,124.721062,0.0646739,,,,,7.717327258,,3.199809,,,0.4014347137,,3.0253363,,0.215763,353.8629606,,,,218.81839,163.95334,,,,,24.22566603,,2.4499039,,0.38288,0.209351,,1.73123,,,0.46110615,1.30751571,,1.044258,,1.123978,1.5308695,,,2.466739,,,,,15.33481,,1.7975681
Guinea-Bissau,,0.356485,,0.53896867,0.00810558,0.52461484,,0.165287,13.85791747,0.109262,0.41551165,0.02680828,,0.119421,0.273402022,,,0,,1.565352179,0.23,,,,,,,,,,,,,,,,3.399908,,,,0.0119242,,3.48897275,,0.139806,,,0.00585318,,1.0976063,,,,,9.3029771,,,,,9.05646,,,29.02157391,,1.5927977,1.04531282,0.2049,,,,,3.97348,2.82447014,2.61114374,,0.788012,1.03088,0.015981,0.74569253,0,,0.554142,,,,1.61875,8.44666,,0.185601
Guinea,0.04470483,6.83654305,,50.06810245,12.76192696,0.12176432,,0.141879,0.0531192,1.00710981,2.724673773,0.48335361,0.0305491,,0.3809624,0.7166204,,,,1.21523747,0.54,,,,,,,,0.00238714,0.0110689,,,,6.255,,15.4951852,76.737018,,6.19887,,0.0435611,,26.24849649,,0.088393,0.0305819,,0.063257972,,1.507814,,,,,75.9875781,,,,,34.75218,,,87.01000032,,10.0327865,1.96099742,0.02213,,,3.83948,3.9031156,93.118,5.94763687,16.411739,,2.542243,2.38249,0.602681,2.60248398,9.79228,,5.198321,,,,11.01677,24.68086,,2.3239037
Guyana,,,,0.12232054,0.1031878,0,,5.6023181,,,,3.40494565,0.078523016,,,,,,,,,,,0.0269587,,,,0.00042623,,,,,,,,0.633012697,6.640185,0.005185,,,,,1.114705194,,0.121731,,,0.2628445413,,1.3802127,,0.09714266,,,7.1880427,8.05675,1.22719,20.29444,,,,,1.17558449,,,,0.06946,,,,,,0.42284649,1.62044214,,,,0.539643,,,,0.707742,,,,0.38875,2.45958,,0
Haiti,0.0332779,5.22863892,0,28.87880221,15.98620054,0.944232366,0.925661,8.32174754,,2.461588821,19.98657684,5.8828891,0.7809796,,2.29673147,0.90252014,,,,4.666428022,,0.0369872,,0.0136001,0.263317,,,0.0238545,0.0096733,,,,,,,74.28022611,400.441251,0.001037,0.374132,,0.0099918,,23.46575847,,2.34242,,,0.156608609,,2.805077,,,,,44.7001808,9.58321,6.45672,193.30935,,,,,133.8668724,,,,0.6189,0.108364,,6.431103,,9.82178,4.20070497,6.14788917,,6.28064,0.039234,0.90512,3.06702991,,,1.82609,,,,7.61226,19.54502,,4.260511
Honduras,0.7827228,4.83639825,0.1965563,8.51714209,17.98874995,1.377895601,,8.6401906,,1.754834584,21.99828682,0.28144918,1.9328677,,1.1904282,0.1628514,,,,8.37850467,,,,,,,,0.00042623,,,,,,,0.554631,20.97430706,113.557596,0.130816,0.60435,,0.0099918,,14.40028939,,6.14209,,,0.3669245967,,3.00635,,,,,84.5213119,,91.16742,217.28046,,,,,46.7910781,,,,0.47778,0.0877537,,32.68354,,,1.15948891,1.25342843,,0.060978,,0.558425,1.28447382,,,1.41294,,0.06744,,4.70137,4.40859,,1.884406
India,3.737600065,26.65246191,3.1651245,87.99305417,1194.159665,12.18604519,2.1338927,17.93149596,0.2714875,5.855541234,12.68549576,283.572358,3.440725317,,1.85245675,1.99565863,,0.0173755,0.00129562,2.450176167,0.27,,,0.01851777,0.01846922,,,1.5142291,0.146453894,0.112985,0.00443705,,0.02154008,,,9.914575632,131.051353,0.767905,,,2.044299,,1538.25972,,592.477848,0.0316555,,5.055990661,,31.607334,0.01593,0.6656475,1392.620184,,1186.246621,,,,,,1855.86742,6.45415,304.8700314,,,7.01575637,0.88107,,,3.56113,,,10.43380667,54.4555416,,0.093816,1.23906,1.325722,10.05262309,,,29.6386,,0.58482,,133.34205,262.58987,1.32133,225.4870635
Indonesia,2.38789318,2.46126234,4.930096188,214.4301378,379.5734131,0.44687582,28.11916582,32.15499863,0.03232497,1.77140938,17.58385591,30.42610307,3.235472833,,,0.105211,,,,0.061697384,0.17,,,,0.00246256,,,0.00426229,0.05550303,0.00557464,,,,,,23.46610262,197.246652,0.007977,,,0.2495543,,478.6029395,,2858.973134,0.35463,,382.777517,,14.676887,0.2,9.072745997,2432.222693,,-0.45187665,,,,,,1502.42999,10.18604,51.25125049,,,4.84879318,0.7977,0.520033,,,,,2.06525552,5.65439421,,0.528611,,0.92799,4.21359079,126.37796,,15.032651,,0.21892,,23.264,50.06535,,10.3335397
Iran,9.11762751,0.166389,,10.17179316,58.57320049,0.376663438,0.6856698,2.4625362,0.00732779,1.8837574,0.31622412,1.5283332,,,0.0828319,,,0.4923395,,0.358069326,0.17,,,0.06144725,,,,0.422393,0.01671,0.171968,,,,1.3,,0.18864884,0.6748,,,,0.0263375,,13.13265693,,0.227424,0.000816912,,0.3374413,,2.315662,,,0,,,,,,,,,,1.7324898,,,1.82295638,0.09795,0.291159,,,,,0.71244706,1.58885433,,0.238103,,0.367868,1.61760416,146.786,,,,,,,8.22432,,0
Iraq,3.2161804,7.40952975,9.2174304,16.66709467,138.572731,51.05057571,40.31092029,30.0710004,0.00549529,24.57168018,15.54310984,84.80206399,2.677851,,1.752594,0.758829,,0.05540097,,3.134248849,5.69,0.0332779,,1.52627744,0.0615197,,0.03,0.71219711,0.0917965,0.5847824,,,0.00487521,,,74.96203849,352.537901,,3.088485,,99.9426787,,334.7730551,,158.380018,,,13.75011378,,0.9222437,,,1207.846015,,27.988984,,,,,,,,112.1895003,,,1.8027417,0.2669,0.502851,,,,,2.0208506,8.85556207,,9.22429,,,1.70417689,,,,,,,,5.72814,,1.066123
Jamaica,0.0180319,1.3029694,,0.22645778,0.10670248,0,,,,0.023999624,,11.77908546,,,,,,,,0.039230237,,,,0.0197863,,,,,0.0077,,,,,,,9.579164458,87.94955,0.001037,,,0.0150547,,3.578394762,,0.402599,0.0063989,,0.3201068324,,2.1472573,,0.230628,112.3369023,,,21.89544,208.81152,0.64255,,,,,29.63941909,,,,0.38165,0.0926234,,1.42672,,,0.58055555,1.17290403,,,,0.660839,,,,,,0.0507,,,3.24662,,0.999996
Jordan,0.7771261,5.932897107,2.819743,164.7114917,86.1257954,13.25124452,33.73454851,14.74352909,,5.360772748,14.73141442,87.77468351,12.669186,0.031288,1.904006,0.56039683,0.055,0.1652984,,4.601393908,0.79,0.0166389,,2.98684261,0.00369384,,,3.17026,0.064521866,0.843131,0.2684413,,,4.99464,,97.40926204,817.30483,39.3565,86.471134,,215.7222793,,254.1529799,,38.665025,0.0394199,,1.3854763,,1.7820106,0.16,0.0952702,265.4779056,,,,,,,,,,212.1048316,14.749102,,1.00253646,1.12172,0.318491,,26.42452,,,0.68749692,2.90655592,180.7033,7.062306,,,0.92908453,20.56886,,1.37388,140.330583,,,,0.03295,,0.1632
Kazakhstan,1.76049684,0.01615307,,5.330361499,13.72202894,0.0584223,0.43675102,0.0930025,0.00567609,0.023762341,0.1189172,8.45036381,0.05380861,,,,,0.0537615,,0.05485241,24.44,0.00317512,,0.04390551,0.00738769,,,0.398564,1.081558658,0.0242316,0.00332779,0.027496,0.024193743,0.573782,,0.1027849,18.695537,0.375819,,,0.8198362,,1.69614046,,1.175056,0.0041119,,,,9.035462,,,37.78545532,,,,,,,,1325.8772,0.90539,14.23593794,,,0.57260357,0.0788,0.322618,,25,,,0.37490646,1.40908559,,,0.221209,0.719533,0.59814384,0,2.16926,,522.471079,15.2856,,,5.55081,,
Kenya,2.844691663,13.08343143,58.24244848,138.2770515,70.67344579,20.9129263,19.19306466,184.8674017,,72.10535068,11.86081152,238.4806548,31.15079552,,7.947353853,0.57367888,,0.0336972,0.0557759,0.3690054755,0.19,0.0665557,,0.09588921,1.46556841,,,0.03457219,0.65039968,0.03157975,0.0321686,,,,0.0415973,34.92378918,716.013328,0.443854,0.556203,,2.1324481,,223.5492181,,5.923471,0.0836477,,7.707112132,,4.180718,,1.2456012,,,472.3254955,,,,116.46816,260.01158,,,163.0958014,,,6.32077075,0.29771,0.384248,,16.691341,1.4040549,,4.83221689,12.86469477,,11.71122,,1.315504,6.46423373,,,8.685787,,4.32304,,69.2829,114.61575,,52.95672691
Kiribati,,,,,,,,,,,,0.0182252,,,,,,,,,,,,,,,,,0.00175,,,,,,,,0.05,,,,3.45,,1.852803814,,0.344978,0.0111834,,22.78764129,,1.101571,,13.60931929,,,13.85645954,,,,,,,3.23972,3.644905402,,,0.58991291,0.17021,,,,,,0.0304076,0.1642564802,,,,,,,,0.319543,,,,0.06656,,,
Kosovo,7.657512945,0.003401,3.8998334,1.95984075,55.19262806,0.505875503,0.230372,12.32483575,0.18671105,13.62135364,27.47344965,7.41835182,0.954468453,,0.0611939,4.38360597,,0,,0.04191951,9.86,1.065951041,,1.65755254,0.37284548,,,0.02691789,0.8454483,,0.06766496,,0.0291034,,,0.04534928,46.190896,,,,2.93399,,3.96420714,,,,,0.00495905,,0.333333,,,,,8.08049849,,,,,,,,205.1929112,,,0.30662708,,,,,,,0.16684344,0.92396275,,,3.17966,,0.24975067,,19.01763,,9.0657885,,,,1.25764,,
Kyrgyzstan,0.476582013,0.020223,0.21118,0.69176374,37.11810904,0.109928,,1.3174654,,0.046812882,26.9711123,4.132247956,2.565869877,,,0.00782318,,0.0302341,,0.003574958,98.36,0.00042152,,0.20632977,0.02338326,,,0.01528335,0.383192394,0.019290631,0.5468668,0.019208,0.000675541,322.811,,0.9180016,49.666388,0.009375,2.0407,,3.0464018,0.3227,42.50961649,,7.974757,0.0027169,,0.107371,,3.197244,,,,,42.23503054,,,,,,0,72.75714,33.50870008,,7.7588365,0.63016688,0.1592,0.0581808,,0.782558,,26.6223,2.11154279,1.41840284,,0.004148,2.16549,0.084042,0.74046827,7.46687,6.973138,3.79721,25.7511783,,,2.9929,13.21888,,0.01386
