donor_code,1,2,3,4,5,6,7,8,9,10,11,12,18,20,21,22,30,40,45,50,55,61,62,68,69,70,72,75,76,77,82,83,84,87,104,301,302,546,552,566,576,613,701,732,742,764,765,801,807,811,812,820,901,903,905,906,909,912,913,914,915,916,918,921,923,928,940,944,948,951,953,958,959,963,964,966,967,971,974,976,978,988,990,1011,1013,1311,1312,1313,1601
Lao People's Democratic Republic,1.06816309,1.20440173,0,11.98925205,27.81687328,0.03430107,,4.86558859,,0.3033041,19.96280119,3.57267769,5.94722173,,0.554631,16.17319412,,,,0.031072279,,,,0.00244476,,,,0.51382631,0.04805703,,,,,,,1.87186898,25.330821,0.002074,2.11422,,,,107.1669781,,88.233144,41.14882,,36.59253998,,4.525106,,3.8328186,,,28.8135342,,,,,,0,67.90938,10.77550584,,,2.26881097,0.51259,0.0899945,,0.734927,,,2.47666696,2.65066161,,0.118527,,0.078315,2.2857301,,,5.35819,,,,1.36158,8.23296,,1.342142
Lebanon,1.87647918,9.712899147,0.7781126,54.17089712,41.8244828,23.57557929,37.84938,35.4777293,0.001091514,7.762542697,18.93893061,152.0756529,1.4855593,1.136061,1.5783261,0.679423,,0.04388909,,12.43259973,0.8,0.1059079,,0.46585358,0.00369384,,,0.09693348,0.07409908,0.306848,0.1719357,,0.00998524,,,67.19232269,304.252647,,27.3899927,,16.2558354,,13.44517539,,1.499958,,,6.422308,,3.01766,,,46.595458,,,,,,,,,,236.4929732,37.2098104,,0.68038372,1.14481,0.259656,,3.806048,,,0.38948682,2.12316831,101.8715,9.48976,,,0.88726067,11.5926,,0.341054,,,,,,,
Lesotho,0.05510659,,,0.15829616,4.7410157,0,,0.7262266,,0.1003998,0.4726483,0.65589106,,,0.45684176,0.221852,,,,0,0.02,,,,0.02462563,,,,,,,,,,,0.01736682,26.523018,,3.2359279,,5.91342,,1.897855482,,0.209208,0.0174449,,1.03941671,,3.314169,,,,,13.2239958,,,,,0.83916,,,9.53620268,,,1.21812258,0.47112,0.194698,,1.776062,2.6254306,,0.82370857,1.50027336,,0.231841,,0.573308,0.93133311,,,1.491649,,,,0.43425,17.91966,,0.168451423
Liberia,0,1.47948541,0.590548,1.02486685,14.65195358,0,0.01723164,36.0844633,0.0018325,27.58847511,5.53101304,16.3048464,0.551322897,,7.6590836,,,,,0.73385935,1.27,,,,,,,,0.0103443,,,,,2.47874,,6.68271978,514.742159,0.015235,0.298866,,0.0050184,,17.19894257,,153.151103,,,1.562731464,,2.4878723,,,,,184.5445259,,,,0.03772,77.31546,,,71.70474583,,4.3400244,1.47424649,0.31515,,,,,91.6728,5.57324797,6.60211468,,0.894216,4.80826,0.693574,1.75214504,,,4.399923,,,,9.6092,13.27427,,3.26923
Libya,0.25740673,0.0776484,0.163559,2.51077969,9.44025885,1.70543379,0.5057519,0.0292896,,2.779041294,5.46783188,16.05428864,0.7713934,,1.220173,,,0.0380033,,0.25550726,0.94,,,,,,,0.0200328,0.004404478,0.01935184,,,,,,1.26744085,20.760622,,,,62.6672,,,,0.85,,,,,,,,,,,,,,,,,,25.6383017,,0.1812748,0.17965532,0.0448,0.0634054,,,,,0.25037432,1.19185618,,1.89327,,,0.51631767,,,,,,,,,,
Madagascar,0.0559272,2.0826061,,102.2509166,19.97598368,3.370656334,,6.54676161,,1.1350053,8.13541977,2.04319977,0.2334487,,,0.28236858,0.0062,,0.00265446,0.03696217,0.05,,,,0.00123128,,,0.00042623,,0.00214526,,,,,,3.64795771,153.114048,0.018208,,,0.0975616,,17.16653747,,0.449969,0.0394959,,0.45474444,,3.5775474,,,,,121.0385175,,,,,60.03672,,,84.3215113,,0.233387,2.07361457,0.85795,0.363583,,2.6381229,1.917369,42.7429,9.8775125,12.00476356,,0.680853,,0.624375,4.49956175,,,8.26099,,,,22.47203,29.09895,,1.4522361
Malawi,0.05885241,9.493044257,,2.48759101,41.37964452,0.6628425,,73.39118529,,3.068717575,0.4887235,136.1187464,1.64419013,4.589126,21.94136297,0.51413241,0.0055,,0.0168264,0.102469086,,,,0.06720953,,,,,0.0154992,,,,0.0110926,,,8.647145018,249.166354,0.0314171,0.144285,,3.3642419,,26.63068444,,3.353512,0.111495,,5.444145819,,5.16424,,0.069369,,,160.0455695,,,,0.05135,43.70254,,,74.55811335,,,1.8640715,0.66698,0.219767,,4.276481,2.9940559,18.2165,8.86153205,22.36322661,,3.055059,2.87413,1.173855,3.09872784,,,13.707955,,,,18.21166,125.85729,,14.98838182
Malaysia,0.0972502,0.00994343,0.114744,6.08722385,9.54639533,0.001736,,0.33566257,0.0133111,0.7277378,0.0818425,8.687612008,,,,,,0.000499168,,0.02304227,0.24,,,,,,,0.00680364,,0.0341505,,,0.0482529,,,0.11095202,4.544662,,,,0.0845304,,75.91224034,,213.156457,0.0812719,1,5.50865681,,8.6632933,,0.2616405,,,,,,,,,,,1.90088605,,,0.72460663,0.20395,0.239834,,,,,0.24820586,0.90538258,,,,0.009622,0.40345216,0,,,,,,,1.1104,,0.0954788
Maldives,0.06248715,0,0.023493,5.06055159,0.8148207,0,,0.00237466,,0.085155341,,0.2803926,,,,,,0.0048985,,,0.01,,,,,,,,,0.00129984,,,,,,0.1096299,0.164051,,0.0717692,,1.2006303,,7.26980361,,0.085166,0.170366,,3.456615971,,0.920333,,0.0482444,,,6.26740661,,,,,,,2.82655,1.1845644,,,1.72690091,0.10267,,,1.962781,,,0.41176837,1.22233473,,,,,0.45259341,2.07797,,0.727868,,0.0836,,,,,
Mali,0.26906132,22.09442289,26.40938349,163.8277372,43.44879888,4.12428525,37.4656043,17.2722068,0.148367,32.37097502,36.16389101,2.85836832,0.84226464,,1.36957503,14.10439973,,,,9.586955736,0.71,0.0332779,,,,,,,0.009218544,,,,,,,87.99460135,162.774479,0.002074,11.8971188,,5.3511747,,20.95921199,,9.154824,,,0.22145133,,4.419262,,,,,239.4453334,,,,7.80115,60.0917,,,150.8028626,,4.1308732,1.66493955,0.21592,0.381098,,5.346606,8.177275,11.1929,3.91395668,14.08401836,,4.724987,0.33,0.466037,2.72107761,45.74729,,9.0087,,0.0403,,20.96189,19.88459,,10.39762043
Marshall Islands,,,,,0.0552493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.982961,,,,2.71,,5.516952318,,250.282704,0.0516255,,3.581131959,,,,0.0457225,,,1.2,,,,,,0,0.07889,,,,0.23728689,0.11396,,,,,,0.0844946,,,,,,,,,,,,,,,,
Mauritania,,0.650522856,,24.3782284,17.05874406,2.0683485,,0.765823,0.00366278,0.6914659,0.68207856,0.181244,0.22629,,0.2567975,0.110926,,0,,16.12495573,12.7,,,,,,,,0.02098476,,,,,,,0.7741217,24.314306,,11.385618,,43.2443145,,19.92354991,,,0.00757164,,0.054173888,,4.465381,,,,,17.896332,,,,,3.74231,,,44.5658442,109.0278284,,1.47792806,0.22957,0.892457,,18.8276,,,1.84384327,3.27927289,,1.968703,2.27368,0.151847,1.12409412,73.43044,,5.24364,,,,5.57823,1.26905,,0.30266
Mauritius,0.01562162,0.279836,,57.02520062,0.37258728,,,,,0.010677,,1.190779158,1.482352,,,,,,,0.000893739,,,,,,,,0.0119344,,0.107207,,,,,,0.0358601,0.156862,,,,,,2.123885735,,0.01216,0.0363491,,0.6216242925,,1.0249163,,0.0955852,0,,,,,,40.8064,,,,52.02108755,,,0.76035234,0.1103,0.595507,,,,,0.5238781,,,,,,0.12244152,,,,,,,,0.33674,,
Mexico,1.911419087,0.05489629,2.72670682,36.95714033,116.9137753,0.92674226,0.0768053,2.87519103,0.09970034,0.385286167,0.5420884,19.89933391,4.865463715,,0.02938767,,,0.037681668,,3.123174661,0.09,,,0.0105723,,,,0.03642194,0.0520986,0.0510249,,,,,,1.14120298,255.291187,0.899113,,,0.061061,,7.722608935,,349.998089,0.0566601,,1.117153802,,26.08554,,0.1426,347.323034,,,,1462.54912,4.76375,,,,,10.56210202,,,,2.13557,0.624603,,,,,0.1394364,1.35733425,,,1.82516,0.0225,1.07261423,,,2.383265,,3.04724,,,,0.410154,1.028073
Micronesia,,,,0.00506711,0.0198558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.376195,,,,1.79,,12.68522187,,0.109018,,,2.829656148,,1.0112963,,0.4550341,,,2.6171458,,,,,,0.32196,2.26382,0.05576262,,,0.601348,,,,,,,,,,,,,,,,,,,,,,,
"Middle East, regional",7.93343752,0.00221852,32.29434988,44.09726701,96.92335705,1.601901548,9.674544,65.6918293,,40.24842712,21.30912929,31.3301415,12.6759993,,1.8202976,0.1887195,,0.047768735,,0.12024591,256.31,0.0554631,,3.37093,,,,,,0.1355347,,,0.110926,2,,32.60734117,3.928766,,,5310.24,,,24.73374338,,,,,48.990414,,,,,,,,,,,,,,,58.92045099,3.82772664,,39.42304408,5.69935,,,,,,2.3151267,4.01983659,,,0.221908,1.824526,4.76395589,,,,,,,,4.25196,,3.3211469
Moldova,6.784432328,0.010361658,5.604707,4.455292902,11.53546704,0.22878702,0.3289916,5.63611945,0.000537992,11.77366612,15.46091484,1.97477069,1.391944846,,,0.0978899,,0.4379921,,0.017058249,1.83,0.1467088,,4.066308259,0.97461966,,0.31,0.09826198,2.459797758,18.44387684,0.98613438,0.121505,0.069912654,0.68213,,0.51458949,91.387735,0.793224,,,,,37.00965028,,0.484343,,,,,2.8369507,,,10.0845003,,36.36129603,,,,,,,,86.43513268,,,0.69543889,0.33306,0.0678092,,,,,0.35544898,0.96735398,,,,0.060471,0.42012262,,2.108697,3.724893,36.46452032,,3.137,1.18257,5.97796,,2.97
Mongolia,8.72016653,0.0369118,,2.120546626,25.22630259,0.243425,,0.523178,,0.024355541,25.2187907,0.9674947,0.56535399,,0.0129407,3.090658,,,,0.000893739,3.07,,,1.61655278,0.0787687,,,0.48677305,0.30329364,0.0447262,,,0.000675541,0.228727,,1.0749514,10.674925,0.004148,3.05326,,0.1410806,,100.7151756,,27.953549,0.0342493,,10.40853515,,4.3010557,,0.2244137,,,12.76279341,,,,,,104.78495,32.40401,6.92690355,,,1.43400513,1.00779,0.498092,,25,,,0.93205191,1.36153791,,,,0.007492,1.62755798,,,2.40296,154.473834,0.19702,,0.21644,3.78279,0.425104,0.222877
Montenegro,0.92900352,0.00486301,0.000557588,0.719364346,22.61163024,0.5783214,,0.76763531,0.010631177,0.2011743381,0.02791338,1.544750166,0.00055685,,0.0277316,0.01051558,,0.254045435,,0,3.36,1.727004452,,0.22415085,0.09229062,,,0.27633579,0.04175931,,,,0.00166389,,,0.0419229,1.772184,,,,15.632533,,0.400684686,,,,,0.00871591,,0.780995,,,7.960958,,0,,,,,,,,81.90732059,,,0.24385861,0.10843,0.597748,,,,,0.18508653,0.9346219299,,,1.84288,,,,2.111724,,46.129095,,6.37825,,,,
Montserrat,,,,,,,,,,,,51.10310344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010338,,,,,,,,,,,1.904593,,,,,,,0.00443705,,,,0.06946,,,,,,,,,,,,,,,,,,,,,,
Morocco,0.25715286,18.2363294,0.53854032,400.7888964,393.0902251,10.09211597,1.07304544,0.382292,11.8780925,0.312730508,9.686970017,5.461829512,0.3021919939,,,0.1954638,,0.06932444,0.00792013,26.58136769,0.64,0.025513,,0.0161674,,,,0.13650017,0.02312878,0.851424,,,0.000211869,0.6,,6.080472028,30.955672,0.0816875,106.36854,,99.3944363,,90.26189623,,5.810786,0.017246,,0.0619506,,5.922451,,,690.5675227,,,,,,461.80852,,,,387.8689483,154.168049,,1.19242895,0.53153,0.620011,,82.15402,,,0.71788092,1.72016386,,,1.52663,0.476623,1.30253943,20.07862,,8.703311,47.29344,120.52715,,,1.6494,,
Mozambique,6.174278744,19.33260485,63.26093166,71.30653388,78.98196171,19.55773607,35.08345199,38.31228429,33.42229034,94.60454574,41.12566711,77.19488631,26.3326253,3.21956,40.92114726,,,,,11.81696368,0.04,,,0.06804098,,,,0.00042623,,,,,,7.9962,5.60942702,42.42526275,302.677936,,0.130506,,1.000338,,62.6508178,,42.289485,0.105152,,3.381139553,,4.177197,,,,,361.6489436,,,,7.28052,54.61137,,,84.34809043,,,1.70570722,0.66887,0.336428,,9.563748,9.7210022,119.205,7.1173666,18.30060812,,4.858725,1.93174,1.280335,4.64754071,11.3311,,11.059265,,1.37904,,26.78301,98.68231,,10.87273908
Myanmar,0.2335425,0.24546026,7.4807977,6.291489973,26.20222919,7.108458346,1.27618698,33.98780429,,24.22373994,40.4758335,174.0219658,9.058166644,,1.2627976,1.2526082,,,,0.01875071,3.67,,,0.71358199,,,,0.01321848,0.29441986,,,,,0.081051,,12.61470027,113.862856,0.057753,,,1.0125302,,351.1318346,,23.914326,18.4916,0.44,55.74361059,,3.154757,,4.5286953,,,69.9678473,,,,,,23,12.01438,120.0975056,,1.9918409,3.53341783,1.69334,0.401398,,,,,9.34522606,18.19937137,,0.594923,,0.95524,5.11007844,,,1.917922,,,,16.25566,40.06047,,5.9212433
Namibia,0.02693508,0.08428954,0,0.6088077,63.98748377,0.015626601,,1.4120032,0.3510224,1.101909011,0.44197529,0.4537533173,4.27378753,,,0.11496845,,,,0.01572994,0.65,,,0.05296797,0.00246256,,,0.03582917,,0.00129984,,,,0.058946,,0,62.31181,,,,0.0062104,,3.906734487,,0.015704,,,0.406048969,,3.354866,,0.0271379,,,,,,,62.33344,,,,21.7678729,,,1.95371349,0.50109,0.211292,,,,,0.48807689,1.23818565,,,0.450488,0.640319,0.96528378,,,,,,,,8.12565,,0.563462
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,2.694137734,,,,,23.43167465,,0.528872,,1.733910575,,,,,,,,,,0.37021,0.10404885,,,0.08056926,,,,,,,0.0212033,,,,,,,,,,,,,,,,
Nepal,4.74422852,1.91894931,22.05789953,3.937061228,38.86897982,2.69113387,9.8003342,61.19732278,,9.845996085,53.43830867,134.7747456,26.82075056,0.30308,0.55665825,2.378197556,,0.000689961,,1.354229598,0.55,0.0554631,,0.8354923,0.1316584,,0.04,0.00426229,0.1630262,0.05641751,0.06100941,0.022185,0.0199667,,0.361974,29.08784038,161.8019,0.0472922,0.133529,,1.3791881,0.2,56.70339038,,18.111405,0.436655,0.5,36.30936634,,4.9033127,,2.8981425,,,297.9540257,,,,,,,163.82368,47.96402585,,2.7623221,4.24087128,1.72185,0.376816,,12.421361,,49.8784,8.07124132,5.91719352,,5.672831,5.05787,0.634045,4.37643156,,,5.84374,,0.99909,,29.70322,18.8165,0.0415164,5.311561465
Nicaragua,1.868553737,2.40686923,0.371725,10.56393714,11.92784879,1.05894755,,7.19153516,0.00843039,2.039294942,21.69025829,0.24423516,1.84304467,,1.37919625,7.82116516,,0.00633389,,10.30547432,,,,0.01423192,,,,0.00127869,0.00792682,,,,,4.56441,2.404981,13.92451258,41.392676,0.003111,,,,,16.46779602,,10.745299,,,0.226155319,,3.548347,,,,,67.0856488,,3.91611,208.82778,,,,,47.98470492,,,,0.36384,0.173655,,16.88478,,,1.46911199,1.37379666,,0.099467,,0.007991,1.26987044,,,5.95353,,,,2.61724,5.07449,,0.929928
Nigeria,0.78197096,8.17467858,0.6902225,95.85273769,34.24360585,0.71756204,7.43957578,17.68447246,0.0018325,11.55593958,7.672804685,401.8352063,0.3706441,,1.29915304,0.831947,,0.022612351,,0.327166905,0.06,,,0.01910243,,,,0.9510235,0.0190971,0.525827,,,,,,28.7765642,510.393854,0.057033,,,0.3395545,,85.32271005,,86.527871,0.0159855,,2.090059003,,4.658789,,0.1726741,3.568302,,774.5907722,,,,308.46755,102.91104,,,163.3417508,,,5.77409477,0.57937,0.398968,,,0.181259,,9.86265521,48.96643173,,,1.39405,2.637373,7.40045021,1.58343,,13.4048,,,,130.33714,176.92109,,221.2986961
Niger,0.02740904,17.12648404,12.81458933,55.43927024,24.42202143,2.65796678,,11.1956225,,5.7138103,31.17520477,,0.02647112,,2.1611124,23.63571259,,,,7.44512669,8.9,,,0.0813253,,,,0.00042623,,,,,,,,10.53048959,112.02559,,1.560584,,0.6506818,,27.69264659,,0.533538,,,0.272732708,,3.8068973,,,,,96.7572479,,,,0.01193,46.7944,,,227.1953552,,0.5488425,2.45114097,0.49726,0.154542,,1.327995,1.40574598,54.5725,8.16448572,19.71239425,,15.90089,,0.369164,3.63699744,7.3738,,9.34492,,0.46188,,30.52342,15.32048,,5.7545537
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069957314,,0.098543,,,2.392640792,,,,16.7175424,,,,,,,,,,,0.19353305,,,0.06475269,,,,,,,0.00003144,,,,,,,,,,,,,,,,
"North & Central America, regional",0.4711906,0,3.4596094,23.73132255,49.8463101,2.043487,10.82622033,10.1920162,0.1236384,4.19417097,9.62048166,6.68934334,2.52006313,,1.4443789,2.189179,,0.00199667,,24.754567,0.2,,,,,,,,,,,,,,5.0165728,0.768074396,164.199303,,,,,,,7.39,,,,,,10.354227,,0.0769705,,,,,145.83009,17.23055,,,,,23.94329597,,,,4.33214,,,0.25,,,1.6010441,,,,4.15221,,7.81351198,,,,,0.80841,,,2.05402,,2.95896189
"North of Sahara, regional",0.2133786,,0,28.65155837,214.1637321,0.5530752,,0.793621,0.0498835,0.706941442,3.75112911,0.13350607,4.3833907,,,,,,,0.38428031,0.6,,,0.406626,,,,,,,,,,,,2.020151788,0.327481,,,,,,,,,,0.06,,,0.575495,,,,,,,,,1.16802,,,,71.99168526,,,,1.00702,,,,,,,,,,,,,,,,,,,,,,0.199719
"Oceania, regional",,,,15.5352137,23.123031,0.665557,,,,,0.1902246,4.70006582,0.805736,,,,,,,,,,,,,,,,,,,,,,,2.05972704,3.212712,,,,,,4.479632645,,16.804499,,,89.70272133,,9.255899,,53.97089329,,,1.0050794,,,,,,,,30.60579294,,,3.45725374,3.51668,,,,,,0.43313791,4.74166825,,,,,,,,,,,,,1.42828,,
Pakistan,2.09505687,0.01226176,15.86258325,21.25972825,103.1224986,44.11608287,6.4152814,16.50825315,0.00366278,12.65174778,19.25496125,572.0099022,0.69486109,,0.56771579,0.5921589,,0.0950083,,0.722395416,1.93,,,0.0121498,,,,0.0332459,0.050240254,0.117677,,,0.00941621,,,34.26631497,780.607197,,44.35955,,82.7681494,0.093625,175.4957502,,5.737259,1.25244,,57.09670201,,7.1793103,,,57.12276764,,1618.142563,,,,,,401.97374,397.19233,123.4888144,,,2.64867344,1.41077,1.29821,,28.7730294,,,7.41665371,26.957372,,7.041008,,0.729389,6.71749919,132.38153,,16.1246,,,,101.33301,42.11693,,52.90876252
Palau,,,,,0.0695411,0.249109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.660431,,,,4.49,,3.506055662,,0.073382,0.00406804,,2.017641657,,0.183333,,0.0397874,,,,,,,,,0.57999,0.44941,,,,0.08807259,0.02,0.0784027,,,,,0.00122548,,,,,,,,,,,,,,,,
Panama,0.00880754,,,0.48201108,1.26334213,0.1657393,0.0822986,,0.000641154,0.011958241,0.3369396,2.85934758,0.01987802,,,0.04624686,,,,0.509743009,0.13,,,0.027191436,,,,0.00042623,,,,,,,,0.63740041,14.660445,0.174673,,,0.0079935,,3.174272631,,275.868691,0.00624974,,0.2056958,,3.1155877,,,308.1056109,,,,454.76138,1.34118,,,,,3.31178711,,,,0.30431,0.42,,20,,,0.3355703,0.7713322,,0.36602,,0.019067,0.53389035,,,,,,,,1.92776,,0.0696
Papua New Guinea,0.764080097,0.00110926,,0.00443705,1.37894428,,,2.4367624,,,,1.4471871,,,,,,,,0.0610094,,,,,,,,,0.053373904,,,,,,,,8.038815,0.027074,,,,,18.70223358,,2.291313,,,430.7721344,,2.636537,,19.6394118,0,,23.8739383,,,,,,60.88844,68.8632,21.86740854,,1.5509557,1.8986559,0.18671,,,,,,1.44529205,2.65646099,,,,1.083671,1.89082913,,,1.18693,,0.16815,,8.8722,18.16794,,2.271857
Paraguay,0.21903324,0.00273211,,1.13933799,4.92221707,0.83251607,,0.8326954,,1.424591315,0.505851,0.7461378,0.31472905,,,0.1118136,,,,3.678106986,,,,0.02092904,,,,,0.0197281,0.00129984,,,,,,0.37509205,17.009559,0.0306198,,,0.0070255,,18.77837978,,11.540111,0.0544988,,0.32338957,,2.023293,,0.4749933,62.800705,,,,99.66548,28.04338,,,,,21.1883606,,,,0.9217,0.318602,,41.69139,,,0.69758909,0.88770104,,,,0.006363,0.79131452,,,2.80141,,,,,6.02249,,
Peru,0.71212314,17.72253369,1.187259,83.52015479,109.6733296,4.774380063,,4.8803021,0.04271993,2.267935768,30.4148907,3.297405846,1.79151763,,0.5163915,1.44474388,,0.00633389,0.0338647,18.2095784,0.12,,,0.18553679,0.022152,,,0.0029836,0.00716142,0.0115383,,,,,,25.63856301,144.196931,0.136564,,,0.025659,,49.14620227,,9.887741,0.0275755,,1.393726703,,7.305458,,0.7282557,1020.54642,,,,91.04805,3.27021,,,,,27.39513644,,,,0.84452,0.150671,,0.3,,,0.38132215,1.28060723,,,,0.871442,1.36795848,,,9.02758,,,,,0.27936,0.107803,1.078522
Philippines,0.37718368,6.12043518,0.337589,4.35290948,38.42494586,3.83069228,,1.7768063,,5.281255414,1.608975877,13.92953606,0.78994494,0.037909,0.50217233,1.48563743,,,0.00300055,5.558137568,0.8,,,0.04587771,,,,0.03689924,0.0303955,0.00259994,0.03993346,,0.000458148,,,15.87053826,274.928413,0.028443,,,0.1438218,,541.954634,,502.082123,0.233768,,94.9792321,,5.620654,0.1,6.427849,906.3572592,,0,,,,,,973.10522,3.86569,58.54227865,,0.759056,2.0815397,1.71125,0.350349,,10.06215,,,1.78016877,3.95942704,,0.518829,0.451614,0.349802,3.84913341,,,6.666014,,,,,36.62714,0.766996,3.3937559
Rwanda,0.10186891,35.88241521,,4.56472599,35.37583493,2.643862927,40.8303982,2.19698001,0.215079,32.78508219,4.7870904,154.7905379,0.069552,,2.37260153,0.3899776,,,,0.56819165,,0.0266223,,0.0356232,0.02955076,,,0.00170492,0.12373567,0.0056503,,,,,0.970316,3.047258313,198.456677,0.020739,6.17955,,0.594191,,16.38509801,,20.93044,,,1.545766814,,3.0664,,0.213635,,,297.0635257,,,,4.85491,44.14387,,,24.07596183,,,2.25875783,0.39738,0.0135219,,7.049465,5.8583089,,6.6430683,7.75422256,,2.919708,4.21128,0.780741,2.32287682,,,15.712458,,,,11.47135,105.7263,0.734125,6.6128836
Saint Helena,,,,,,,,,,,,93.67346384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0985579,,,0.111776,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,,,,0.69474382,0.0113773,0.00177482,,,,0.013322541,,0.2679522,,,,,,,,,,,,,,,,,,,,,,,,0.13487452,0.017517,0.001037,0.14478,,,,3.061925537,,0.215358,,,0.1692764827,,1.178692,,0.09525952,0,,3.32716339,11.32729,,,,,,,5.20612836,,,,0.08191,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,0.03235855,,,0.02137766,0.0284222,,,,,,,0.168337234,,,,,,,,,,,,,,,,,,,,,,,,0.0136744,0,0.031428,,,,,3.501945138,,0.109308,,,0.1978958557,,0.575495,,0.06580346,0,,1.6163801,7.008944,,,,,,,8.72369631,,,,0.06946,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,0.00506711,,,,,,,,,,,0.110926,,,,,0.0008674428,,,,,,,,,,,,,,,,,0.857876,,,,0.0200724,,11.6606942,,0.113249,0.0094258,,28.72281832,,4.104192,,13.795126,,,18.9690189,,,,,,,7.29954,13.05376004,,,1.26787976,0.18251,,,1.47686,,,0.61861165,,,,,,,,,,,,,,,,
