donor_code,1,2,3,4,5,6,7,8,9,10,11,12,18,20,21,22,30,40,45,50,55,61,62,68,69,70,72,75,76,77,82,83,84,87,104,301,302,546,552,566,576,613,701,732,742,764,765,801,807,811,812,820,901,903,905,906,909,912,913,914,915,916,918,921,923,928,940,944,948,951,953,958,959,963,964,966,967,971,974,976,978,988,990,1011,1013,1311,1312,1313,1601
Sao Tome and Principe,0.00982209,,,0.61636807,0.00381752,0.2901984,,,25.16291526,,,,,,,0.00419678,,0.00816417,,0,,,,,,,,,,,0.0144204,,,,,0.0983729,0.706569,,,,,,1.52858393,,,,,0.03618601,,3.5922127,,,,,0.90443114,,,,,2.38343,,,6.009857349,,,1.03772357,0.17375,,,0.510722,2.5241359,0.88744,0.445185,1.36087494,,0.14866,,,0.55489471,,,1.698186,,,,0.30299,2.33196,,0.01386
Senegal,0.38688266,18.85131237,,130.2403923,19.0786636,16.73389389,0.0264641,0.3327761,0.29544043,0.7988315273,3.21958634,1.666295129,0.87478018,,0.242438,20.24900922,,0.00633389,,13.00296838,7.54,,,0.0394957,,,,0.00042623,0.00238714,0.00445058,,,,,0.2319466,57.81450225,268.758298,0.095463,11.94955,,0.8161268,,37.61898422,,10.30591,0.00605965,,0.201254604,,5.6547807,,,,,172.8380431,,,,41.7525,36.13973,,,56.21684401,,,1.41377791,0.54297,0.572568,,5.569122,6.0589327,,4.01961972,5.5387421,,2.136096,12.5478,0.138054,2.10990202,36.53459,,6.566845,,,,7.98139,29.73739,0.0610967,16.50861033
Serbia,10.54317649,0.0189917,1.97622,5.215146722,113.1635706,1.132936163,,7.577106475,0.06649586,12.37302868,18.7945575,5.828770497,5.711422922,0.113726,,0.6611035,,0.211084775,,0.53485771,4.11,1.57901918,,1.855237539,1.69313347,,0.09,2.57894298,0.115598618,1.732835601,,,0.00332459,11.2535,,1.723217,22.389565,0.0115197,22.1434,,0.0245031,0.207919,5.461944967,,0.148707,,,0.0370276,,1.8467063,,,405.5651709,,0,,,,,,,,474.9511324,,,0.41369947,0.13307,0.417715,,,,,0.30946705,0.91075599,,,2.98479,,0.35309354,,6.451263,,383.010905,,5.324455,,,,
Seychelles,,0.00665557,,2.0669349,0.0234348,,,,,,,0.49446933,,,,,,,,0,0.21,,,,,,,0.00170492,,0.000945295,,,,,,,0.031689,0.002074,,,1.6572619,,0.83501749,,,0.004922,,0.738762869,,2.3131754,,0.0605371,7.035,,,,,,0.71098,0.10357,,,0.9869438,,,0.65329798,0.12344,0.255341,,0.242254,0.1160552,,0.0138384,,,,,,,,,0.105772,,,,,,,
Sierra Leone,0.19174564,1.443038336,0.14869,0.20468872,25.28048634,7.12753162,,6.9517051,0.0164859,2.212634413,0.08051339,340.0296362,0.84050134,,11.4506257,0.0110842,,0.00816417,,1.32274713,0.6,,,,,,,0.01620886,,,0.0288408,,,2.47874,,13.09372129,112.787113,0.009014,1.765946,,3.15818,,29.17893223,,1.418996,,,10.81816236,,3.101636,,0.008777944,,,79.93606846,,,,,44.17632,,,74.17780408,,2.2175951,2.18945284,0.32171,0.269872,,7.90212,0.6817412,160.6396,5.81625377,10.28752987,,0.346396,,0.86556,2.35920204,19.19463,,12.899685,,,,11.83979,12.79271,,3.9667854
Solomon Islands,,,,0.02137766,0.251715,0,,,,,,0.7900265,,,,,,,,,,,,,,,,,,,,,,,,,0.897205,,,,3.4060584,,16.82328467,,2.833588,0.0123123,,122.1714773,,4.427153,,20.27688443,,,8.870462539,,,,,,,4.08419,5.651464056,,,1.42083614,0.15351,,,,,0.20787,0.90830132,0.51014522,,,,,,,,,,0.18206,,1.46293,1.06222,,0.1122
Somalia,0.171668852,0.29294433,15.0162108,1.0229623,29.14549846,13.44361796,2.2857759,43.1268059,0.113527,61.16933982,22.96287589,186.1399934,17.7516057,0.128791,7.14625,0.2773152,,0.00633389,0.0277316,0.777498236,314.82,,,,,,0.03,0.01760612,,0.00635964,,,,,,20.74468396,207.204853,,1.077938,,19.321782,,25.45591193,,0.714088,0.00410664,,7.18278517,,1.8441664,,0.0407147,,,,,,,,1.24779,,,173.2009498,0.99734,1.6561002,0.62412923,0.29352,,,0.3,,,8.96272379,15.9746947,,15.68281,,0.373076,4.6937113,,,,,,,7.90834,27.32073,,1.063287
South Africa,0.473746547,13.32297464,7.12480107,215.1016073,435.0384995,0.933090189,2.86530029,9.830377893,1.2589312,4.500099462,15.29609241,30.37070104,7.02694515,0.056105,6.316681142,0.355069,,0.0608319,,0.051141379,0.4,,,0.02439741,,,,0.00255737,0.06059692,,,,,,,4.359818373,336.780402,0.3329,,,0.5264316,,10.26151618,,0.235688,,,2.2656923,,8.5687003,,0.1058192,356.8796,,,,,,218.91456,,,,266.3865089,,,2.57511606,0.92475,0.507743,,,,,0.61737491,1.81223626,,0.039407,12.3182,1.794944,1.70424835,,,,,72.5394,,,99.37449,0.166843,19.30818462
"South America, regional",,0.752379,,118.7856956,92.14097038,1.69009956,1.09755,4.6776222,0.00551303,2.053947266,6.45321461,2.05838,5.6933995,,0.06280475,0.0539207,,,,1.54922164,0.74,,,,,,,,,,,,,,,17.04409517,18.531844,,,,,,,,0.174994,,,1.209857523,,3.995926,,0.2917424,,,,,3.50458,5.3172,,,,,32.49391152,,,,3.63797,,,15.06993,,,,,,,,2.639142,,,,,,,,,,,15.0543045
"South Asia, regional",0.532929,,,0.13976711,10.86341348,,5.6180452,2.2711778,,3.347292557,4.14685355,12.86249598,3.03422266,,0.146139,0.208945,,,,0.0113089,0.25,,,,,,,,,,,,,,5.452025,3.410177083,34.494232,,,,,,1.126168,,,,,,,,,0.215369,,,,,,,,,,,10.85935595,,,,0.00791,,,1.1,,,,2.05105038,,,,,,,,,,,,,2.73147,,
"South & Central Asia, regional",0.83985315,,5.289408,67.334889,,,,0.74402,,1.8195,4.068805558,9.43416,0.9404329,,,0.554631,,,,,36.38,,,,,,,,,,,,0.0253805,3.11634,,1.53208076,16.77928,,,,,,0.0144956,,0.009605,,,16.04501716,,,,,,,,,,,,,,,7.688225,,,24.47008125,5.35497,,,0.14,,,,,,,,,0.00215264,,,,,,,,,,18.4561381
"South of Sahara, regional",11.99740485,6.9954877,8.72327624,232.4704255,263.3152724,11.94184714,236.9313563,254.2659863,2.48499414,75.267266,70.05953138,152.7647552,22.99858602,1.173552,0.45648547,6.55535276,,,,11.03142189,1.6,,,,,,,,,,,0.055463,,,3.882413,123.4365206,949.91229,,0.000178891,,,,3.7414674,,0.4,,,2.42688497,,27.45588,,1.933116,,,10.253419,,,,15.23518,83.75685,,,224.5266421,,,0.05731896,7.07121,,,5.58553,2.5933176,,8.46841811,4.37102332,,,1.477438,4.614291,9.32372555,,,,,,,,1.70363,,238.0827807
South Sudan,0.600102335,4.359704,15.9277733,0.84193045,56.74125928,12.75749708,42.0795709,62.24292054,,39.57480483,31.99594527,318.1303102,8.4243111,,12.212434,3.4486612,,,0.0504714,0.8009039,0.72,0.0332779,,0.2149235,0.1845698,,,0.0107453,0.00928333,,,,,,,88.05375504,598.061658,0.048418,,,1.336464,,91.23052709,,3.063889,,,8.027046368,,0.3733337,,,,,27.786289,,,,,1.57912,,,134.4077927,,4.1682873,2.7044483,0.0228,,,,,,3.29946367,10.60762533,,30.050245,,1.298985,3.59274231,,,3.52155,,,,18.58903,51.29097,,3.36753325
Sri Lanka,1.232331922,1.71506753,0.53157738,123.6235974,21.3725041,1.2081557,,6.40740463,0.00366278,2.697928125,7.42922349,37.61014252,1.24468615,,,0.2889834,,0.00137881,,0.1311051,0.07,,,0.0247762,,,,3.62554852,,0.025527,,,0.00117754,,,7.386306427,22.283592,0.003111,10.055346,,0.6577151,,207.0025549,,34.577365,0.154213,,27.08158844,,4.170733,,0.57702643,18.74802,,110.2506284,,,,,,234.45783,151.37641,117.2750753,,0.816484,2.16688892,0.89316,0.465591,,16.59454,,,1.63109793,1.13387897,,0.826736,3.18014,0.096802,1.25844518,,,5.81554,,,,0.60849,6.76663,,0.8056607
States Ex-Yugoslavia,0.7346221,,,0.30282816,,3.403220394,,,0.429066,,,,0.000262196,,0.0508066,,,0.00183694,0.00118026,0.0027787,,0.7148521,,0.033129775,0.00492512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76042128,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,0.1530952,3.95892298,4.44599,3.808451517,16.82542561,13.92782525,3.589482556,17.23744909,,23.02544961,15.36917941,83.61423968,4.497736837,,5.77620972,0.55577798,,0.04153173,,0.1206382,21.96,,,0.0105995,0.00860788,,,0.03643455,0.00477428,0.0371012,,,,1.54363,,12.65322325,274.094281,,82.76337,,93.9384647,,40.81727234,,5.53278,0.0898828,,0.19850481,,6.2521063,,,,,,,,,0.079,1.07119,,,64.36230905,97.9523147,0.0022417,1.54988664,0.38081,0.320588,,3.595836,,,3.56757944,15.53716705,,0.395089,,0.496049,3.98225191,22.3921,,10.09146,,,,44.03417,57.31476,,0.234444
Suriname,0.0665557,1.32109255,,2.36462281,0.0634258,,5.7153573,,,,,0.0486906,0,,,,,,,0.007402484,0.03,,,,,,,,,0.000945295,,,,,,0.174278409,,0.001037,,,,,0.094279284,,,,,0.131955759,,1.206667,,,,,,0.0768592,41.22699,0.2563,,,,,2.1250254,,,,0.08888,,,2.92958,,,0.1664304,,,,,0.009907,,0.51383,,,,,,,2.70598,,
Swaziland,0.06403536,0.00249584,,0.09728676,0.1179908,0.024317,,0.6259849,0.0886922,0.25000748,0.548976988,0.25830434,0.4915966,,0.1811175,0.221852,,,,,0.02,,,,,,,,,,,,,,,0.2746069,36.097631,0.002074,0.0595186,,,,0.93944026,,0.71632,0.0210479,,0.7996092467,,1.478,,0.04088243,8.070727,,,,,,0.93606,,,,36.22034436,,,1.33002109,0.45031,,,7.744502,2.11265,,0.61495521,1.21390629,,0.319404,,1.02305,0.89481105,,,1.10905,,,,,12.01087,,0.564286
Syrian Arab Republic,2.11785244,29.59171539,45.29363157,12.4958091,277.0987911,13.19716602,45.7687282,64.08477947,0.69924907,31.67298599,41.32822673,397.5765909,12.9680685,0.997049,9.96201296,5.9491306,0.011,0.587387469,0.0221853,13.72487107,2694.02,0.1552967,,0.6984222,0.0615197,,0.11,0.3290762,2.965499386,1.03869366,0.277316,0.166389,0.0998336,22.0072,,69.5880543,712.077965,19.0173,0.483237,,25.1719387,0.342,25.7643696,,9.85696,,,9.45844,,,,3.772063,,,,,,,,,,,222.3176795,,,0.57342741,0.19745,0.473278,,0.3,,,1.056601,1.94884765,35.99446,21.096312,0.720213,,1.82478285,,,0.227998,,,,,,,2.342608
Tajikistan,0.21101227,0.0641364,0.0670488,2.6254181,30.95348886,0.1672246,,1.364037,,0.241363035,31.27265932,18.43296206,2.231145659,,,0.2473316,,,,0.02643042,0.7,,,0.0477601,0.0627509,,,0.01059663,0.369149904,0.00349514,0.15085965,0.02049,0.000602085,21.7617,,1.3969964,43.936502,0.140082,4.192291,,1.1420627,6.366159,17.82342797,,0.829579,0.00992882,,,,2.3194297,,,,,27.7091107,,,,,,,188.41843,28.35190137,,0.0130841,0.48655087,0.08641,0.053655,0.0497,10.270171,,,3.73064666,2.75062167,,0.982238,1.73003,0.089081,0.71960913,10.95664,7.407184,8.74527,63.114207,0.3333,,3.93047,6.43603,,0.01386
Tanzania,0.94690376,13.56597234,46.01110015,50.74591048,93.15199493,4.814487384,,51.93325933,0.00776483,109.2444129,32.5598437,313.0275738,29.03942508,,31.59225962,0.1749408,,,0.0471137,0.431213996,0.35,,,0.00777087,,,,0.01373116,0.45992148,0.0100417,,,,1.36783,6.100941,82.73248607,453.42734,0.028716,0.12747,,3.9658391,,94.84420024,,71.293807,0.177186,,5.684432779,,6.1447417,,0.7470122,,,602.3149519,,,,0.10484,217.06791,,,127.9284073,,,2.2519743,0.66627,0.309906,,10.1762662,6.3961285,,7.7049617,22.03142099,,1.791795,13.0194,1.023388,4.52861371,,,11.0202,,,,43.58096,156.51567,,62.46696308
Thailand,0.8994087,0.0326422,0.8620303,10.52543958,14.35315225,0.45579821,,0.99041434,0.06302834,4.838684065,1.8243638,5.767064321,0.269684259,,0.28304366,0.0555003712,,0.01461897,,0.065873821,0.93,,,0.015435009,0.00615641,,,0.00340983,,0.0660778,,,,,,0.550066503,43.38866,0.095028,,,0.0303839,,172.7656928,,131.269889,,0.5,8.967024709,,6.3726297,4.29933,0.209008,0,,,,,,,,59.4547,0.37458,13.39144386,,,2.9301365,0.43058,0.361054,,,,,0.35304356,1.0688332,,0.73246,5.47226,0.829373,1.51450292,,,,,,,,21.41311,,1.5779793
Timor-Leste,,,,0.48696658,7.28860088,0.0749423,,2.9478815,12.96637252,0.138801419,,0.1023702,0.4329933,,,,,,,,,,,,,,,,0.00665276,,,,,,,0.2958617,17.798459,,,,0.0101356,,19.26353489,,9.014965,0.218249,,66.06434516,,3.563933,,14.90850403,0.0016995,,11.172097,,,,,,11.61112,25.23532,11.50863124,,,2.34136802,1.1809,,,,,,1.05907869,1.44538071,,0.116487,,,1.74268877,,,0.235608,,,,0.34743,3.62138,,0.01386
Togo,0.06785696,10.5896438,,31.74589646,34.2120709,2.10037758,,0.64398041,0.00549529,1.279956428,2.0946032,0.051892,0.3125781,0.006824,,1.1016785,,0.01123239,,0.255210989,0.09,,,,,,,0.00042623,,0.00259994,,,,,,0.31376053,3.042583,0.01037,8.82208,,0.258077,,4.24322534,,0.49894,0.024806,,0.192043011,,3.3361533,,,,,26.0123735,,,,4.30264,21.60792,,,25.2082981,,,1.3313788,0.2094,0.0307266,,13.2026,2.55288634,,4.97805061,4.6416667,,,2.30543,0.498896,1.44688876,8.97294,,2.424599,,,,6.89805,11.74614,,0.712365225
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00171898,,,,,0.237207813,,,,8.41249319,,,,,,,,,,,,,,0.07980059,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,0.06559731,0.0100972,0.261429,,,,,,0.0015671,,,,,,,,,,,,,,,,,,,,,,,,,1.609775,,,,,,9.253475084,,0.169438,0.0864816,,19.76646588,,0.585627,,14.1113105,,,15.171692,,,,,,,4.38638,4.31946861,,,0.8135621,,,,,,,0.06274139,,,,,,,,,0.42102,,,,,,,
Tunisia,0.50746791,2.163642216,5.5634396,131.501564,110.8328549,29.46820718,0.316718122,3.1263884,0.06692183,3.641053935,26.86564036,9.641600697,0.65190701,,,0.5302726,,0.215478226,,3.194027966,1.35,,,0.0550819,,,,0.68435145,0.26766868,1.4555,,,,1.12299,,1.50865304,20.723436,,11.167784,,11.75429,,47.34045816,,4.84678,,,0.067938968,,4.1573456,,,620.2755672,,,,,,407.112,,,,406.0114278,49.6353484,,1.3543662,0.45453,0.206678,,8.6012916,,,0.87300154,1.01580899,,,2.35317,0.064398,0.45851439,12.96043,,5.534601,128.94714,,,,0.65347,,
Turkey,75.19568832,5.7265662,0.10963469,123.3619913,436.3105735,1.19355634,1.57990903,5.50443093,0.061848,11.19995779,2.86778706,11.23109054,2.81581006,,0.471436,0.11111756,,0.46345459,,1.111100227,,0.05051373,,0.43740436,,,,0.82467807,0.0573817,0.61046465,0.221852,0.015653,0.013973544,,,21.56051425,48.069035,0.0466902,,,0.0919899,,92.26250222,,127.451825,,,0.21030853,,6.813995,,,489.393131,,,,,,,,,,2678.119258,,,1.01301716,1.01824,0,,55.10093,,,2.70991544,1.18924013,,0.091641,,,1.03866911,660.8388,,5.91656,1924.102178,14.8087,229.6173,,,,2.8
Turkmenistan,0.05690971,,,0.25598242,1.03899188,0.00310593,,,,9.49E-05,0.0311753,0.7015304,0.110926,,,,,,,,3.18,,,0.008206,,,,0.023217,0.0747175,0.323426,,0.012836,,0.68207,,0.0184933,5.236789,0.167571,,,0.8274643,,0.516245539,,0.300785,,,,,1.740256,,,0,,,,,,,,6.31962,,4.60609,,,0.35564837,,,,,,,0.5652587,1.1507401,,,0.340671,,0.63768866,28.9756,1.585813,,12.20204,,,,2.54435,,
Tuvalu,,,,,0.04910791,,,,,,,0.0395505,,,,,,,,,,,,,,,,,,,0.0110926,,,,,,0.049778,,,,2.18,,13.17597904,,0.127336,0.039259,,7.897484494,,1.6659023,,14.21618001,,,7.757554,,,,,,,2.20041,0.4542099779,,,0.09500517,0.1237,,,,,,0.03229072,,,,,,,,,,,,,,,,
Uganda,10.65413471,20.25329141,29.58975553,23.75059194,52.83963412,3.46224832,14.68859441,56.4435604,,41.77921762,2.40265777,188.9691088,6.122151858,3.382806,25.44580215,0.0786467,,0.0365679,0.0360821,0.17844835,0.31,0.0266223,,0.0813253,0.02216307,,,0.02750339,0.232408733,0.00409578,0.0876317,,,1.08443,0.0695397,8.716111761,414.160621,0.031109,1.421324,,1.0251961,,70.47577979,,23.233519,0.108977,,3.719085354,,5.0972284,,0.1237797,,,224.419898,,,,0.21287,112.31738,,,122.3337048,,0.6625024,2.31988146,0.24099,0.384759,,8.69776,8.0975367,,8.54632056,20.44332753,,9.112096,,1.061607,5.69718507,16.7538,,15.88053,,,,41.84083,110.93143,0.0598548,35.56380717
Ukraine,12.6078503,2.44583891,26.40405567,21.11746914,374.0387852,8.52035426,3.69565186,40.38987768,0.05768162,33.36835556,31.456231,43.76899316,11.02803152,0.304799,0.7264941,0.69284717,,1.91865687,,11.874528,8.82,0.31056302,,3.73068684,2.73530836,,0.12,2.28558127,28.85199014,0.5690459977,2.84414703,0.577835,1.67609393,,,219.884557,246.04409,9.32607,0.57703,,0.0040149,1.14,19.91044487,,1.519742,,,0.15098061,,6.0182457,,,1133.635265,,,,,,,,,,277.0326458,,,0.74873852,0.40942,0.207665,,,,,0.89940752,1.884387,,1.62789,,1.097489,0.87911802,,2.960655,,453.1097545,2.1076,,,48.31269,,
Uruguay,0.0270479,,,1.97733906,24.36776098,0.0166786,0.0315085,,0.080223,,0.0521199,2.32749961,0.06740654,,,,,0.0126678,,0.5243164921,,,,0.00162651,,,,0.00955971,0.00238714,0.000945295,,,0.0171783,,,0.25078613,0.539349,0.74182,,,,,2.036178461,,0.113771,,,0.1600194327,,2.38318,,0.7303146,61.6923682,,,,231.21225,1.35666,,,,,5.95944597,,,,0.61986,0.399401,,,,,0.39880592,0.86807204,,,,0.0124,0.65803912,,,0.541189,,,,,,,
Uzbekistan,0.3543275196,0.00456572,,6.977262699,14.42993958,0.3153234,,0.1356544,,0.02903835,4.866923,2.299161513,0.0503184,,,0.0813262,,0.10317247,,0.0297887128,4.65,,,0.10896822,0.0147643,,,0.0106557,0.290420794,0.0417895,0.1053799,0.065136,0.009690728,0.516714,,0.0184933,10.35836,0.350859,2.5050854,,0.0245031,,154.1460109,,400.721795,0.00691361,,,,3.414468,,,39.9291996,,110.0858384,,,,,,433.79385,119.08411,11.79705007,,,0.55788584,0.19184,0.563938,,0.322274,,,3.34457796,4.86131686,,,,0.37011,1.04942417,92.63359,1.995641,2.668,0,,,8.98563,10.1432,,0.01386
Vanuatu,,0.00138658,,1.60230554,0.27384388,0.554631,2.816977,,,0.3251748,0.4345299,3.7448305,,,,0.15114768,,,,0.0554631,0.17,,,,,,,,,,0.0554631,,0.0110926,2.6,,0.391144,4.931874,,,,2.548572,,18.36533026,,0.52338,0.0840221,1,90.72218665,,2.919333,,26.88435124,,,1.270266,,,,,,,3.60442,10.15237165,,,1.05524725,0.14585,,,,,11.8925,0.59655699,0.32501392,,0.387017,,,,,,,,,,,,0.141753,
Venezuela,0.29672086,0.01932555,,5.89585854,9.22140846,0.33151451,,,0.2269627172,0.078867741,0.0368908,2.151592134,,,,,,0.0260322,,1.184774551,,,,0.00386295,,,,0.00596721,0.0204614,0.0184729,,,,,,0.2930297,8.031525,0.157068,,,,,0.528480228,,0.01305,,,0.1311744327,,2.99686,,,,,,,211.06267,,,,,,2.171924543,,,,0.36907,0.398159,,,,,0.34169291,1.90505534,,,3.4083,0.258406,0.56981744,,,,,,,,,,
Viet Nam,5.5279516,15.80383318,16.65465738,160.7121739,165.1986777,3.200521565,,9.6454767,0.0366312,0.922719456,24.79437496,18.85893528,12.39953527,,12.56502072,11.34260407,,0.0146955,,0.166052228,0.05,,,0.06984403,0.03075986,,0.01,3.53577693,0.2428797,0.109775,,,,0.157397,1.102308,19.96265574,88.748569,0.235788,5.796246,,0.0376335,,1418.878476,,1563.094439,1.06698,,106.704832,,7.5779147,2.3,4.7804321,259.3602555,,908.5455549,,,,,,410.59357,440.40428,72.3749844,,,4.57176817,1.25887,0.441242,,21.6614,,,9.15568053,4.14491143,,,,0.683911,3.84383436,,,30.81029,,0.00139,,19.78466,45.45271,0.651806,15.72673
Wallis and Futuna,,,,105.8923609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32821392,,,,0.0172175,,,,,,,,,,,0.209695,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza Strip,4.79649431,24.23456525,25.87576626,43.10622199,92.54590436,32.12078955,22.51737054,78.43080969,0.1266246,54.9046799,31.69422122,78.59469792,13.41357651,0.728633,6.38036983,8.327689771,0.49,0.711765,0.0144204,18.68796258,29.83,0.2416852,,1.2408213,0.18087636,,,0.27205564,1.03151389,0.4381102,0.32168642,,0.00998336,,,25.00820066,265.459301,16.9339,,,22.5629217,,66.46858107,,5.047658,,,28.91297233,,,,0.756829,,,,,,,,,,,408.4193372,0.049867,,1.05378105,1.44339,0.315918,,7.17962,,,1.79840389,5.33878059,452.8104,1.682455,,,1.36060877,0,,2.65157,,,,,0.87139,,0.01386
"West Indies, regional",,0.30673,,0.0488075,,,,,,,,14.05373157,,,,,,,,,,,,,,,,,,,,,,,,23.44629286,83.058727,,,,,,,,,,,0.0642122237,,,,1.6932161,,,0.6930837,,,,,,,,31.51761072,,,,,,,,,,,,,,,1.994331,,,,,,,,,5.71415,,
Yemen,0.57760054,4.03217,7.9628035,1.642570375,100.9939853,1.12732587,29.21298754,6.7057087,,21.31073414,11.49804567,125.454226,7.730488,0.076923,1.94943973,0.554631,,0.011533099,,0.05024401,0.79,,,0.2735636,0.00615641,,,0.250071,0.047494546,0.0463367,0.01220188,,0.0110926,2.36,,12.4834408,198.028276,,,,889.5858635,,23.83653642,,1,0.100136,,0.0486137,,4.9597947,,,,,36.60614128,,,,,,,,53.7990131,48.36280404,5.4187835,3.45351538,0.32593,0.253367,,0.25,,,3.77455861,10.41863098,,7.087889,,0.151327,3.26606498,6.8507,,0.006495,,,,10.67653,3.47881,,1.672488
Zambia,0.03200729,1.34417272,18.96132565,44.4694125,31.99359444,0.512791648,0.00992621,22.42253613,,51.22363108,0.4655212,81.43281231,15.89189276,,19.29061837,,,0.00163283,,0.001892075,0.07,,,0.59846457,,,,0.00127869,0.0477661,0.00189059,,,,,,2.80157233,268.135952,0.003111,,,,,24.34706008,,0.245625,0.0183866,,2.929311032,,4.2634367,,0.1704514,,,66.910379,,,,54.92534,61.77374,,,76.80234654,,,1.89255914,1.01346,0.241974,,1.8263,3.81772,,3.91420499,8.75095275,,1.256884,2.64941,1.196109,2.91399684,,,14.017179,,1.89688,,17.78756,38.28828,,16.64362326
Zimbabwe,0.3551523,2.1928824,26.78563377,1.81533042,28.32262304,0.57116478,1.55298,16.57724158,0.0468907,32.20762923,11.71666016,142.3621091,0.40837141,,7.226415804,0.110926,,0.0244437,,0.251131974,,,,0.07464569,,,,0.00170492,0.0238714,0.0360268,,,,,,4.53562545,155.848621,0.007259,,,0.0030112,,6.684707492,,2.516943,0.0574275,,8.149849026,,2.0071917,,0.260602,0,,0,,,,,6.1967,,,80.26647613,,,2.66495202,1.61183,0.331969,,0.05,,,5.86430524,8.39549593,,2.336224,4.5066,1.584727,2.93469372,,,,,,,24.76316,220.7237,,4.1146943